Date,Year,Month,Day_of_Week,Total_Registered,Academic_Status,Semester_Phase,Exam_Pressure,Is_Veg_Special,Is_NonVeg,Menu_Score,Temp_Max,Rain_mm,Target_Breakfast,Target_Lunch,Target_Dinner,Lag_1_Dinner,Lag_7_Dinner,Rolling_Avg_3Day,Cos_Month,Sin_Month
2027-01-14,2027,1,3,675,Regular,Start,0.0,1,0,1.05,16.4,0.0,306,433,510,530.0,530.0,497.0,0.8660254037844387,0.49999999999999994
2027-01-15,2027,1,4,675,Regular,Start,0.0,1,1,1.15,14.1,0.0,358,508,598,510.0,579.0,546.0,0.8660254037844387,0.49999999999999994
2027-01-16,2027,1,5,675,Regular,Start,0.0,0,0,1.05,12.0,0.0,218,491,546,598.0,528.0,551.3333333333334,0.8660254037844387,0.49999999999999994
2027-01-17,2027,1,6,675,Regular,Start,0.0,1,1,1.2,18.0,0.0,239,539,599,546.0,636.0,581.0,0.8660254037844387,0.49999999999999994
2027-01-18,2027,1,0,675,Regular,Start,0.0,1,1,1.1,16.5,0.0,337,477,562,599.0,565.0,569.0,0.8660254037844387,0.49999999999999994
2027-01-19,2027,1,1,675,Regular,Start,0.0,0,0,0.85,17.7,0.0,269,381,449,562.0,451.0,536.6666666666666,0.8660254037844387,0.49999999999999994
2027-01-20,2027,1,2,675,Regular,Start,0.0,0,0,1.0,16.3,0.0,291,412,485,449.0,530.0,498.6666666666667,0.8660254037844387,0.49999999999999994
2027-01-21,2027,1,3,675,Regular,Start,0.0,1,0,1.05,14.9,0.0,313,444,523,485.0,510.0,485.6666666666667,0.8660254037844387,0.49999999999999994
2027-01-22,2027,1,4,675,Regular,Start,0.0,1,1,1.15,12.8,0.0,349,495,583,523.0,598.0,530.3333333333334,0.8660254037844387,0.49999999999999994
2027-01-23,2027,1,5,675,Regular,Start,0.0,0,0,1.05,18.3,0.0,216,487,542,583.0,546.0,549.3333333333334,0.8660254037844387,0.49999999999999994
2027-01-24,2027,1,6,675,Regular,Start,0.0,1,1,1.2,17.3,0.0,254,571,635,542.0,599.0,586.6666666666666,0.8660254037844387,0.49999999999999994
2027-01-25,2027,1,0,675,Flight_Risk,Start,0.0,1,1,1.1,16.3,0.0,237,335,395,635.0,562.0,524.0,0.8660254037844387,0.49999999999999994
2027-01-26,2027,1,1,675,Holiday,Start,0.0,0,0,0.85,15.3,0.0,24,34,40,395.0,449.0,356.6666666666667,0.8660254037844387,0.49999999999999994
2027-01-27,2027,1,2,675,Regular,Start,0.0,0,0,1.0,13.5,0.0,313,444,523,40.0,485.0,319.3333333333333,0.8660254037844387,0.49999999999999994
2027-01-28,2027,1,3,675,Regular,Start,0.0,1,0,1.05,14.5,0.0,305,432,509,523.0,523.0,357.3333333333333,0.8660254037844387,0.49999999999999994
2027-01-29,2027,1,4,675,Regular,Start,0.0,1,1,1.15,17.7,0.0,331,469,552,509.0,583.0,528.0,0.8660254037844387,0.49999999999999994
2027-01-30,2027,1,5,675,Regular,Start,0.0,0,0,1.05,13.6,0.0,206,465,517,552.0,542.0,526.0,0.8660254037844387,0.49999999999999994
2027-01-31,2027,1,6,675,Regular,Start,0.0,1,1,1.2,15.6,0.0,248,558,620,517.0,635.0,563.0,0.8660254037844387,0.49999999999999994
2027-02-01,2027,2,0,675,Regular,Mid,0.0,1,1,1.1,13.6,0.0,334,474,558,620.0,395.0,565.0,0.5000000000000001,0.8660254037844386
2027-02-02,2027,2,1,675,Regular,Mid,0.0,0,0,0.85,18.6,2.0,258,366,431,558.0,40.0,536.3333333333334,0.5000000000000001,0.8660254037844386
2027-02-03,2027,2,2,675,Regular,Mid,0.0,0,0,1.0,20.7,0.0,304,431,508,431.0,523.0,499.0,0.5000000000000001,0.8660254037844386
2027-02-04,2027,2,3,675,Regular,Mid,0.0,1,0,1.05,16.5,0.0,321,454,535,508.0,509.0,491.3333333333333,0.5000000000000001,0.8660254037844386
2027-02-05,2027,2,4,675,Regular,Mid,0.0,1,1,1.15,18.8,9.8,359,509,599,535.0,552.0,547.3333333333334,0.5000000000000001,0.8660254037844386
2027-02-06,2027,2,5,675,Regular,Mid,0.0,0,0,1.05,17.2,0.0,209,470,523,599.0,517.0,552.3333333333334,0.5000000000000001,0.8660254037844386
2027-02-07,2027,2,6,675,Regular,Mid,0.0,1,1,1.2,14.5,0.0,241,543,604,523.0,620.0,575.3333333333334,0.5000000000000001,0.8660254037844386
2027-02-08,2027,2,0,675,Regular,Mid,0.0,1,1,1.1,15.5,0.0,345,488,575,604.0,558.0,567.3333333333334,0.5000000000000001,0.8660254037844386
2027-02-09,2027,2,1,675,Regular,Mid,0.0,0,0,0.85,16.2,0.0,258,366,431,575.0,431.0,536.6666666666666,0.5000000000000001,0.8660254037844386
2027-02-10,2027,2,2,675,Regular,Mid,0.0,0,0,1.0,17.9,0.0,301,426,502,431.0,508.0,502.6666666666667,0.5000000000000001,0.8660254037844386
2027-02-11,2027,2,3,675,Regular,Mid,0.0,1,0,1.05,19.7,0.0,315,447,526,502.0,535.0,486.3333333333333,0.5000000000000001,0.8660254037844386
2027-02-12,2027,2,4,675,Regular,Mid,0.0,1,1,1.15,13.1,3.5,346,491,578,526.0,599.0,535.3333333333334,0.5000000000000001,0.8660254037844386
2027-02-13,2027,2,5,675,Regular,Mid,0.0,0,0,1.05,17.6,0.0,222,499,555,578.0,523.0,553.0,0.5000000000000001,0.8660254037844386
2027-02-14,2027,2,6,675,Regular,Mid,0.0,1,1,1.2,14.0,0.0,235,529,588,555.0,604.0,573.6666666666666,0.5000000000000001,0.8660254037844386
2027-02-15,2027,2,0,675,Regular,Mid,0.0,1,1,1.1,13.3,0.0,320,453,534,588.0,575.0,559.0,0.5000000000000001,0.8660254037844386
2027-02-16,2027,2,1,675,Regular,Mid,0.0,0,0,0.85,16.6,7.7,262,372,438,534.0,431.0,520.0,0.5000000000000001,0.8660254037844386
2027-02-17,2027,2,2,675,Regular,Mid,0.0,0,0,1.0,20.7,0.0,307,435,512,438.0,502.0,494.6666666666667,0.5000000000000001,0.8660254037844386
2027-02-18,2027,2,3,675,Regular,Mid,0.0,1,0,1.05,18.0,0.0,307,435,512,512.0,526.0,487.3333333333333,0.5000000000000001,0.8660254037844386
2027-02-19,2027,2,4,675,Regular,Mid,0.0,1,1,1.15,16.7,0.0,351,497,585,512.0,578.0,536.3333333333334,0.5000000000000001,0.8660254037844386
2027-02-20,2027,2,5,675,Regular,Mid,0.0,0,0,1.05,15.6,0.0,218,490,545,585.0,555.0,547.3333333333334,0.5000000000000001,0.8660254037844386
2027-02-21,2027,2,6,675,Regular,Mid,0.0,1,1,1.2,17.6,0.0,231,520,578,545.0,588.0,569.3333333333334,0.5000000000000001,0.8660254037844386
2027-02-22,2027,2,0,675,Regular,Mid,0.0,1,1,1.1,16.7,0.0,344,487,574,578.0,534.0,565.6666666666666,0.5000000000000001,0.8660254037844386
2027-02-23,2027,2,1,675,Regular,Mid,0.0,0,0,0.85,17.9,0.0,263,373,439,574.0,438.0,530.3333333333334,0.5000000000000001,0.8660254037844386
2027-02-24,2027,2,2,675,Regular,Mid,0.0,0,0,1.0,17.9,0.0,310,440,518,439.0,512.0,510.3333333333333,0.5000000000000001,0.8660254037844386
2027-02-25,2027,2,3,675,Regular,Mid,0.0,1,0,1.05,14.5,5.9,312,442,521,518.0,512.0,492.6666666666667,0.5000000000000001,0.8660254037844386
2027-02-26,2027,2,4,675,Regular,Mid,0.0,1,1,1.15,20.6,0.0,344,487,574,521.0,585.0,537.6666666666666,0.5000000000000001,0.8660254037844386
2027-02-27,2027,2,5,675,Regular,Mid,0.0,0,0,1.05,16.4,0.0,211,475,528,574.0,545.0,541.0,0.5000000000000001,0.8660254037844386
2027-02-28,2027,2,6,675,Regular,Mid,0.0,1,1,1.2,17.4,0.0,240,540,600,528.0,578.0,567.3333333333334,0.5000000000000001,0.8660254037844386
2027-03-01,2027,3,0,675,Regular,Mid,0.0,1,1,1.1,21.9,0.0,316,448,528,600.0,574.0,552.0,6.123233995736766e-17,1.0
2027-03-02,2027,3,1,675,Regular,Mid,0.0,0,0,0.85,21.7,0.0,251,356,419,528.0,439.0,515.6666666666666,6.123233995736766e-17,1.0
2027-03-03,2027,3,2,675,Regular,Mid,0.0,0,0,1.0,21.6,0.0,316,448,528,419.0,518.0,491.6666666666667,6.123233995736766e-17,1.0
2027-03-04,2027,3,3,675,Exam,Mid,1.0,1,0,1.05,19.6,0.0,441,499,588,528.0,521.0,511.6666666666667,6.123233995736766e-17,1.0
2027-03-05,2027,3,4,675,Exam,Mid,1.0,1,1,1.15,20.9,0.0,506,573,675,588.0,574.0,597.0,6.123233995736766e-17,1.0
2027-03-06,2027,3,5,675,Exam,Mid,1.0,0,0,1.05,19.8,0.0,475,570,634,675.0,528.0,632.3333333333334,6.123233995736766e-17,1.0
2027-03-07,2027,3,6,675,Exam,Mid,1.0,1,1,1.2,22.5,0.0,506,607,675,634.0,600.0,661.3333333333334,6.123233995736766e-17,1.0
2027-03-08,2027,3,0,675,Exam,Mid,1.0,1,1,1.1,22.6,0.0,502,569,670,675.0,528.0,659.6666666666666,6.123233995736766e-17,1.0
2027-03-09,2027,3,1,675,Exam,Mid,1.0,0,0,0.85,18.9,0.0,354,402,473,670.0,419.0,606.0,6.123233995736766e-17,1.0
2027-03-10,2027,3,2,675,Exam,Mid,1.0,0,0,1.0,20.0,0.0,457,518,610,473.0,528.0,584.3333333333334,6.123233995736766e-17,1.0
2027-03-11,2027,3,3,675,Exam,Mid,1.0,1,0,1.05,21.1,0.0,474,537,632,610.0,588.0,571.6666666666666,6.123233995736766e-17,1.0
2027-03-12,2027,3,4,675,Exam,Mid,1.0,1,1,1.15,19.3,0.0,501,568,669,632.0,675.0,637.0,6.123233995736766e-17,1.0
2027-03-13,2027,3,5,675,Flight_Risk,Mid,0.0,0,0,1.05,25.7,0.0,150,337,375,669.0,634.0,558.6666666666666,6.123233995736766e-17,1.0
2027-03-14,2027,3,6,675,Holiday,Mid,0.0,1,1,1.2,23.8,0.0,24,54,60,375.0,675.0,368.0,6.123233995736766e-17,1.0
2027-03-15,2027,3,0,675,Regular,Mid,0.0,1,1,1.1,21.9,0.0,330,468,551,60.0,670.0,328.6666666666667,6.123233995736766e-17,1.0
2027-03-16,2027,3,1,675,Regular,Mid,0.0,0,0,0.85,23.7,0.0,255,362,426,551.0,473.0,345.6666666666667,6.123233995736766e-17,1.0
2027-03-17,2027,3,2,675,Regular,Mid,0.0,0,0,1.0,19.8,0.0,291,413,486,426.0,610.0,487.6666666666667,6.123233995736766e-17,1.0
2027-03-18,2027,3,3,675,Regular,Mid,0.0,1,0,1.05,25.8,0.0,321,454,535,486.0,632.0,482.3333333333333,6.123233995736766e-17,1.0
2027-03-19,2027,3,4,675,Regular,Mid,0.0,1,1,1.15,23.8,0.0,359,509,599,535.0,669.0,540.0,6.123233995736766e-17,1.0
2027-03-20,2027,3,5,675,Regular,Mid,0.0,0,0,1.05,24.1,0.0,219,494,549,599.0,375.0,561.0,6.123233995736766e-17,1.0
2027-03-21,2027,3,6,675,Fest,Mid,0.0,1,1,1.2,26.3,0.0,119,149,298,549.0,60.0,482.0,6.123233995736766e-17,1.0
2027-03-22,2027,3,0,675,Fest,Mid,0.0,1,1,1.1,26.4,0.0,161,134,269,298.0,551.0,372.0,6.123233995736766e-17,1.0
2027-03-23,2027,3,1,675,Fest,Mid,0.0,0,0,0.85,20.0,0.0,127,106,213,269.0,426.0,260.0,6.123233995736766e-17,1.0
2027-03-24,2027,3,2,675,Regular,Mid,0.0,0,0,1.0,26.1,0.0,289,410,483,213.0,486.0,321.6666666666667,6.123233995736766e-17,1.0
2027-03-25,2027,3,3,675,Regular,Mid,0.0,1,0,1.05,24.5,0.0,321,455,536,483.0,535.0,410.6666666666667,6.123233995736766e-17,1.0
2027-03-26,2027,3,4,675,Regular,Mid,0.0,1,1,1.15,24.0,0.0,357,506,596,536.0,599.0,538.3333333333334,6.123233995736766e-17,1.0
2027-03-27,2027,3,5,675,Regular,Mid,0.0,0,0,1.05,19.7,0.0,203,457,508,596.0,549.0,546.6666666666666,6.123233995736766e-17,1.0
2027-03-28,2027,3,6,675,Regular,Mid,0.0,1,1,1.2,19.6,0.0,232,523,582,508.0,298.0,562.0,6.123233995736766e-17,1.0
2027-03-29,2027,3,0,675,Regular,Mid,0.0,1,1,1.1,22.2,0.0,336,476,560,582.0,269.0,550.0,6.123233995736766e-17,1.0
2027-03-30,2027,3,1,675,Regular,Mid,0.0,0,0,0.85,25.4,0.0,244,346,408,560.0,213.0,516.6666666666666,6.123233995736766e-17,1.0
2027-03-31,2027,3,2,675,Regular,Mid,0.0,0,0,1.0,26.3,0.0,292,413,487,408.0,483.0,485.0,6.123233995736766e-17,1.0
2027-04-01,2027,4,3,675,Regular,End,0.0,1,0,1.05,33.1,0.0,306,433,510,487.0,536.0,468.3333333333333,-0.4999999999999998,0.8660254037844387
2027-04-02,2027,4,4,675,Regular,End,0.0,1,1,1.15,30.3,0.0,334,474,558,510.0,596.0,518.3333333333334,-0.4999999999999998,0.8660254037844387
2027-04-03,2027,4,5,675,Regular,End,0.0,0,0,1.05,27.4,0.0,215,485,539,558.0,508.0,535.6666666666666,-0.4999999999999998,0.8660254037844387
2027-04-04,2027,4,6,675,Regular,End,0.0,1,1,1.2,33.5,0.0,249,561,624,539.0,582.0,573.6666666666666,-0.4999999999999998,0.8660254037844387
2027-04-05,2027,4,0,675,Regular,End,0.0,1,1,1.1,33.3,0.0,322,456,537,624.0,560.0,566.6666666666666,-0.4999999999999998,0.8660254037844387
2027-04-06,2027,4,1,675,Regular,End,0.0,0,0,0.85,27.4,0.0,269,381,449,537.0,408.0,536.6666666666666,-0.4999999999999998,0.8660254037844387
2027-04-07,2027,4,2,675,Regular,End,0.0,0,0,1.0,28.9,0.0,300,425,500,449.0,487.0,495.3333333333333,-0.4999999999999998,0.8660254037844387
2027-04-08,2027,4,3,675,Regular,End,0.0,1,0,1.05,26.4,0.0,319,453,533,500.0,510.0,494.0,-0.4999999999999998,0.8660254037844387
2027-04-09,2027,4,4,675,Regular,End,0.0,1,1,1.15,26.1,0.0,333,472,556,533.0,558.0,529.6666666666666,-0.4999999999999998,0.8660254037844387
2027-04-10,2027,4,5,675,Regular,End,0.0,0,0,1.05,32.7,0.0,205,462,514,556.0,539.0,534.3333333333334,-0.4999999999999998,0.8660254037844387
2027-04-11,2027,4,6,675,Regular,End,0.0,1,1,1.2,33.3,0.0,247,557,619,514.0,624.0,563.0,-0.4999999999999998,0.8660254037844387
2027-04-12,2027,4,0,675,Regular,End,0.0,1,1,1.1,30.1,0.0,319,452,532,619.0,537.0,555.0,-0.4999999999999998,0.8660254037844387
2027-04-13,2027,4,1,675,Regular,End,0.0,0,0,0.85,33.0,0.0,255,361,425,532.0,449.0,525.3333333333334,-0.4999999999999998,0.8660254037844387
2027-04-14,2027,4,2,675,Regular,End,0.0,0,0,1.0,32.9,0.0,318,450,530,425.0,500.0,495.6666666666667,-0.4999999999999998,0.8660254037844387
2027-04-15,2027,4,3,675,Regular,End,0.0,1,0,1.05,32.3,0.0,318,450,530,530.0,533.0,495.0,-0.4999999999999998,0.8660254037844387
2027-04-16,2027,4,4,675,Regular,End,0.0,1,1,1.15,33.8,0.0,335,475,559,530.0,556.0,539.6666666666666,-0.4999999999999998,0.8660254037844387
2027-04-17,2027,4,5,675,Regular,End,0.0,0,0,1.05,30.6,0.0,210,472,525,559.0,514.0,538.0,-0.4999999999999998,0.8660254037844387
2027-04-18,2027,4,6,675,Regular,End,0.0,1,1,1.2,29.1,0.0,239,538,598,525.0,619.0,560.6666666666666,-0.4999999999999998,0.8660254037844387
2027-04-19,2027,4,0,675,Regular,End,0.0,1,1,1.1,31.0,0.0,325,461,543,598.0,532.0,555.3333333333334,-0.4999999999999998,0.8660254037844387
2027-04-20,2027,4,1,675,Regular,End,0.0,0,0,0.85,28.6,0.0,260,368,434,543.0,425.0,525.0,-0.4999999999999998,0.8660254037844387
2027-04-21,2027,4,2,675,Regular,End,0.0,0,0,1.0,27.9,0.0,298,422,497,434.0,530.0,491.3333333333333,-0.4999999999999998,0.8660254037844387
2027-04-22,2027,4,3,675,Regular,End,0.0,1,0,1.05,29.3,0.0,320,453,534,497.0,530.0,488.3333333333333,-0.4999999999999998,0.8660254037844387
2027-04-23,2027,4,4,675,Regular,End,0.0,1,1,1.15,34.0,0.0,357,505,595,534.0,559.0,542.0,-0.4999999999999998,0.8660254037844387
2027-04-24,2027,4,5,675,Regular,End,0.0,0,0,1.05,29.8,0.0,218,492,547,595.0,525.0,558.6666666666666,-0.4999999999999998,0.8660254037844387
2027-04-25,2027,4,6,675,Regular,End,0.0,1,1,1.2,33.9,0.0,237,533,593,547.0,598.0,578.3333333333334,-0.4999999999999998,0.8660254037844387
2027-04-26,2027,4,0,675,Regular,End,0.0,1,1,1.1,32.6,0.0,334,474,558,593.0,543.0,566.0,-0.4999999999999998,0.8660254037844387
2027-04-27,2027,4,1,675,Regular,End,0.0,0,0,0.85,33.3,0.0,270,382,450,558.0,434.0,533.6666666666666,-0.4999999999999998,0.8660254037844387
2027-04-28,2027,4,2,675,Regular,End,0.0,0,0,1.0,33.6,0.0,291,412,485,450.0,497.0,497.6666666666667,-0.4999999999999998,0.8660254037844387
2027-04-29,2027,4,3,675,Regular,End,0.0,1,0,1.05,26.6,0.0,325,460,542,485.0,534.0,492.3333333333333,-0.4999999999999998,0.8660254037844387
2027-04-30,2027,4,4,675,Regular,End,0.0,1,1,1.15,28.9,0.0,345,488,575,542.0,595.0,534.0,-0.4999999999999998,0.8660254037844387
2027-05-01,2027,5,5,675,Regular,End,0.0,0,0,1.05,34.7,0.0,213,480,534,575.0,547.0,550.3333333333334,-0.8660254037844387,0.49999999999999994
2027-05-02,2027,5,6,675,Regular,End,0.0,1,1,1.2,33.9,0.0,244,550,612,534.0,593.0,573.6666666666666,-0.8660254037844387,0.49999999999999994
2027-05-03,2027,5,0,675,Regular,End,0.0,1,1,1.1,39.5,0.0,344,487,574,612.0,558.0,573.3333333333334,-0.8660254037844387,0.49999999999999994
2027-05-04,2027,5,1,675,Regular,End,0.0,0,0,0.85,37.5,0.0,258,365,430,574.0,450.0,538.6666666666666,-0.8660254037844387,0.49999999999999994
2027-05-05,2027,5,2,675,Exam,End,1.0,0,0,1.0,33.9,0.0,423,479,564,430.0,485.0,522.6666666666666,-0.8660254037844387,0.49999999999999994
2027-05-06,2027,5,3,675,Exam,End,1.0,1,0,1.05,36.3,0.0,446,505,595,564.0,542.0,529.6666666666666,-0.8660254037844387,0.49999999999999994
2027-05-07,2027,5,4,675,Exam,End,1.0,1,1,1.15,36.8,0.0,506,573,675,595.0,575.0,611.3333333333334,-0.8660254037844387,0.49999999999999994
2027-05-08,2027,5,5,675,Exam,End,1.0,0,0,1.05,35.5,0.0,456,548,609,675.0,534.0,626.3333333333334,-0.8660254037844387,0.49999999999999994
2027-05-09,2027,5,6,675,Exam,End,1.0,1,1,1.2,35.7,0.0,506,607,675,609.0,612.0,653.0,-0.8660254037844387,0.49999999999999994
2027-05-10,2027,5,0,675,Exam,End,1.0,1,1,1.1,37.2,0.0,480,544,640,675.0,574.0,641.3333333333334,-0.8660254037844387,0.49999999999999994
2027-05-11,2027,5,1,675,Exam,End,1.0,0,0,0.85,39.3,0.0,360,408,480,640.0,430.0,598.3333333333334,-0.8660254037844387,0.49999999999999994
2027-05-12,2027,5,2,675,Exam,End,1.0,0,0,1.0,39.4,0.0,457,518,610,480.0,564.0,576.6666666666666,-0.8660254037844387,0.49999999999999994
2027-05-13,2027,5,3,675,Exam,End,1.0,1,0,1.05,41.5,0.0,439,498,586,610.0,595.0,558.6666666666666,-0.8660254037844387,0.49999999999999994
2027-05-14,2027,5,4,675,Exam,End,1.0,1,1,1.15,33.8,0.0,481,545,642,586.0,675.0,612.6666666666666,-0.8660254037844387,0.49999999999999994
2027-05-15,2027,5,5,675,Exam,End,1.0,0,0,1.05,37.8,0.0,475,570,634,642.0,609.0,620.6666666666666,-0.8660254037844387,0.49999999999999994
2027-05-16,2027,5,6,675,Semester_Break,End,0.0,1,1,1.2,41.2,0.0,24,55,62,634.0,675.0,446.0,-0.8660254037844387,0.49999999999999994
2027-05-17,2027,5,0,675,Semester_Break,End,0.0,1,1,1.1,37.3,0.0,33,47,56,62.0,640.0,250.66666666666666,-0.8660254037844387,0.49999999999999994
2027-05-18,2027,5,1,675,Semester_Break,End,0.0,0,0,0.85,35.2,0.0,25,35,42,56.0,480.0,53.333333333333336,-0.8660254037844387,0.49999999999999994
2027-05-19,2027,5,2,675,Semester_Break,End,0.0,0,0,1.0,35.1,0.0,29,41,49,42.0,610.0,49.0,-0.8660254037844387,0.49999999999999994
2027-05-20,2027,5,3,675,Semester_Break,End,0.0,1,0,1.05,40.4,0.0,31,44,52,49.0,586.0,47.666666666666664,-0.8660254037844387,0.49999999999999994
2027-05-21,2027,5,4,675,Semester_Break,End,0.0,1,1,1.15,39.4,0.0,33,46,55,52.0,642.0,52.0,-0.8660254037844387,0.49999999999999994
2027-05-22,2027,5,5,675,Semester_Break,End,0.0,0,0,1.05,34.5,0.0,20,45,50,55.0,634.0,52.333333333333336,-0.8660254037844387,0.49999999999999994
2027-05-23,2027,5,6,675,Semester_Break,End,0.0,1,1,1.2,39.9,0.0,24,54,61,50.0,62.0,55.333333333333336,-0.8660254037844387,0.49999999999999994
2027-05-24,2027,5,0,675,Semester_Break,End,0.0,1,1,1.1,40.2,0.0,33,46,55,61.0,56.0,55.333333333333336,-0.8660254037844387,0.49999999999999994
2027-05-25,2027,5,1,675,Semester_Break,End,0.0,0,0,0.85,38.9,0.0,24,34,40,55.0,42.0,52.0,-0.8660254037844387,0.49999999999999994
2027-05-26,2027,5,2,675,Semester_Break,End,0.0,0,0,1.0,36.0,0.0,30,43,51,40.0,49.0,48.666666666666664,-0.8660254037844387,0.49999999999999994
2027-05-27,2027,5,3,675,Semester_Break,End,0.0,1,0,1.05,39.6,0.0,30,43,51,51.0,52.0,47.333333333333336,-0.8660254037844387,0.49999999999999994
2027-05-28,2027,5,4,675,Semester_Break,End,0.0,1,1,1.15,34.5,0.0,32,45,54,51.0,55.0,52.0,-0.8660254037844387,0.49999999999999994
2027-05-29,2027,5,5,675,Semester_Break,End,0.0,0,0,1.05,34.5,0.0,20,46,52,54.0,50.0,52.333333333333336,-0.8660254037844387,0.49999999999999994
2027-05-30,2027,5,6,675,Semester_Break,End,0.0,1,1,1.2,38.7,0.0,22,51,57,52.0,61.0,54.333333333333336,-0.8660254037844387,0.49999999999999994
2027-05-31,2027,5,0,675,Semester_Break,End,0.0,1,1,1.1,33.8,0.0,34,48,57,57.0,55.0,55.333333333333336,-0.8660254037844387,0.49999999999999994
2027-06-01,2027,6,1,675,Semester_Break,Mid,0.0,0,0,0.85,41.8,0.0,26,37,44,57.0,40.0,52.666666666666664,-1.0,1.2246467991473532e-16
2027-06-02,2027,6,2,675,Semester_Break,Mid,0.0,0,0,1.0,40.1,0.0,28,40,48,44.0,51.0,49.666666666666664,-1.0,1.2246467991473532e-16
2027-06-03,2027,6,3,675,Semester_Break,Mid,0.0,1,0,1.05,45.4,0.0,30,43,51,48.0,51.0,47.666666666666664,-1.0,1.2246467991473532e-16
2027-06-04,2027,6,4,675,Semester_Break,Mid,0.0,1,1,1.15,42.8,0.0,34,48,57,51.0,54.0,52.0,-1.0,1.2246467991473532e-16
2027-06-05,2027,6,5,675,Semester_Break,Mid,0.0,0,0,1.05,39.9,0.0,21,48,54,57.0,52.0,54.0,-1.0,1.2246467991473532e-16
2027-06-06,2027,6,6,675,Semester_Break,Mid,0.0,1,1,1.2,45.9,0.0,23,53,59,54.0,57.0,56.666666666666664,-1.0,1.2246467991473532e-16
2027-06-07,2027,6,0,675,Semester_Break,Mid,0.0,1,1,1.1,46.3,0.0,34,48,57,59.0,57.0,56.666666666666664,-1.0,1.2246467991473532e-16
2027-06-08,2027,6,1,675,Semester_Break,Mid,0.0,0,0,0.85,44.2,0.0,24,34,41,57.0,44.0,52.333333333333336,-1.0,1.2246467991473532e-16
2027-06-09,2027,6,2,675,Semester_Break,Mid,0.0,0,0,1.0,42.7,0.0,30,43,51,41.0,48.0,49.666666666666664,-1.0,1.2246467991473532e-16
2027-06-10,2027,6,3,675,Semester_Break,Mid,0.0,1,0,1.05,43.4,0.0,32,45,54,51.0,51.0,48.666666666666664,-1.0,1.2246467991473532e-16
2027-06-11,2027,6,4,675,Semester_Break,Mid,0.0,1,1,1.15,45.1,0.0,33,46,55,54.0,57.0,53.333333333333336,-1.0,1.2246467991473532e-16
2027-06-12,2027,6,5,675,Semester_Break,Mid,0.0,0,0,1.05,42.3,0.0,20,45,51,55.0,54.0,53.333333333333336,-1.0,1.2246467991473532e-16
2027-06-13,2027,6,6,675,Semester_Break,Mid,0.0,1,1,1.2,40.6,0.0,22,51,57,51.0,59.0,54.333333333333336,-1.0,1.2246467991473532e-16
2027-06-14,2027,6,0,675,Semester_Break,Mid,0.0,1,1,1.1,41.3,0.0,33,47,56,57.0,57.0,54.666666666666664,-1.0,1.2246467991473532e-16
2027-06-15,2027,6,1,675,Semester_Break,Mid,0.0,0,0,0.85,44.9,0.0,26,37,44,56.0,41.0,52.333333333333336,-1.0,1.2246467991473532e-16
2027-06-16,2027,6,2,675,Semester_Break,Mid,0.0,0,0,1.0,46.1,0.0,30,42,50,44.0,51.0,50.0,-1.0,1.2246467991473532e-16
2027-06-17,2027,6,3,675,Semester_Break,Mid,0.0,1,0,1.05,41.9,0.0,31,45,53,50.0,54.0,49.0,-1.0,1.2246467991473532e-16
2027-06-18,2027,6,4,675,Semester_Break,Mid,0.0,1,1,1.15,45.3,0.0,34,48,57,53.0,55.0,53.333333333333336,-1.0,1.2246467991473532e-16
2027-06-19,2027,6,5,675,Semester_Break,Mid,0.0,0,0,1.05,46.2,0.0,21,47,53,57.0,51.0,54.333333333333336,-1.0,1.2246467991473532e-16
2027-06-20,2027,6,6,675,Semester_Break,Mid,0.0,1,1,1.2,41.7,0.0,24,55,62,53.0,57.0,57.333333333333336,-1.0,1.2246467991473532e-16
2027-06-21,2027,6,0,675,Semester_Break,Mid,0.0,1,1,1.1,40.1,0.0,32,45,54,62.0,56.0,56.333333333333336,-1.0,1.2246467991473532e-16
2027-06-22,2027,6,1,675,Semester_Break,Mid,0.0,0,0,0.85,41.0,0.0,24,34,41,54.0,44.0,52.333333333333336,-1.0,1.2246467991473532e-16
2027-06-23,2027,6,2,675,Semester_Break,Mid,0.0,0,0,1.0,41.2,0.0,31,44,52,41.0,50.0,49.0,-1.0,1.2246467991473532e-16
2027-06-24,2027,6,3,675,Semester_Break,Mid,0.0,1,0,1.05,40.6,0.0,31,45,53,52.0,53.0,48.666666666666664,-1.0,1.2246467991473532e-16
2027-06-25,2027,6,4,675,Semester_Break,Mid,0.0,1,1,1.15,39.2,0.0,34,49,58,53.0,57.0,54.333333333333336,-1.0,1.2246467991473532e-16
2027-06-26,2027,6,5,675,Semester_Break,Mid,0.0,0,0,1.05,42.5,0.0,20,46,52,58.0,53.0,54.333333333333336,-1.0,1.2246467991473532e-16
2027-06-27,2027,6,6,675,Semester_Break,Mid,0.0,1,1,1.2,41.0,0.0,23,53,59,52.0,62.0,56.333333333333336,-1.0,1.2246467991473532e-16
2027-06-28,2027,6,0,675,Semester_Break,Mid,0.0,1,1,1.1,46.9,0.0,31,44,52,59.0,54.0,54.333333333333336,-1.0,1.2246467991473532e-16
2027-06-29,2027,6,1,675,Semester_Break,Mid,0.0,0,0,0.85,42.0,0.0,25,35,42,52.0,41.0,51.0,-1.0,1.2246467991473532e-16
